Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant Price,Variant Inventory Qty,Status,Google Shopping / Google Product Category,Google Shopping / Condition,Image Src,Image Alt Text
"sovra-asset-asset-1776042280157","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042280157]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042280157</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042280157]"
"sovra-asset-asset-1776042283184","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042283184]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042283184</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042283184]"
"sovra-asset-asset-1776042286140","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042286140]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042286140</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042286140]"
"sovra-asset-asset-1776042289139","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042289139]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042289139</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042289139]"
"sovra-asset-asset-1776042292144","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042292144]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042292144</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042292144]"
"sovra-asset-asset-1776042295173","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042295173]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042295173</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042295173]"
"sovra-asset-asset-1776042298131","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042298131]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042298131</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042298131]"
"sovra-asset-asset-1776042301139","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042301139]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042301139</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042301139]"
"sovra-asset-asset-1776042304144","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042304144]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042304144</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042304144]"
"sovra-asset-asset-1776042307130","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042307130]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042307130</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042307130]"
"sovra-asset-asset-1776042310140","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042310140]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042310140</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042310140]"
"sovra-asset-asset-1776042313133","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042313133]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042313133</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042313133]"
"sovra-asset-asset-1776042316151","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042316151]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042316151</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042316151]"
"sovra-asset-asset-1776042319155","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042319155]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042319155</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042319155]"
"sovra-asset-asset-1776042322127","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042322127]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042322127</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042322127]"
"sovra-asset-asset-1776042324624","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042324624]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042324624</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042324624]"
"sovra-asset-asset-1776042328153","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042328153]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042328153</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042328153]"
"sovra-asset-asset-1776042330652","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042330652]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042330652</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042330652]"
"sovra-asset-asset-1776042333635","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042333635]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042333635</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042333635]"
"sovra-asset-asset-1776042336642","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042336642]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042336642</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042336642]"
"sovra-asset-asset-1776042339632","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042339632]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042339632</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042339632]"
"sovra-asset-asset-1776042342648","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042342648]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042342648</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042342648]"
"sovra-asset-asset-1776042345635","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042345635]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042345635</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042345635]"
"sovra-asset-asset-1776042348647","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042348647]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042348647</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042348647]"
"sovra-asset-asset-1776042351651","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042351651]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042351651</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042351651]"
